2764,874869 , 562,047000
2765,876238 , 565,745900
2766,878086 , 567,865100
2767,879870 , 569,319300
2768,882309 , 570,386500
2769,883095 , 571,799200
2770,885605 , 572,901800
2771,887432 , 573,530700
2772,889506 , 574,273400
2773,892110 , 574,804300
2774,893359 , 576,292500
2775,893990 , 577,900500
2776,895279 , 579,840000
2777,897599 , 582,223600
2778,899440 , 584,537200
2779,901680 , 587,623700
2780,903683 , 590,236300
2781,905075 , 592,889100
2782,906764 , 596,034000
2783,909392 , 598,114300
2784,911311 , 600,157100
2785,912910 , 602,358300
2786,914860 , 603,801600
2787,916083 , 605,154200
2788,917334 , 606,430600
2789,918706 , 607,600300
2790,919449 , 608,674700
2791,920071 , 609,589800
2792,921311 , 610,678100
2793,923288 , 612,366100
2794,924530 , 613,687200
2795,926886 , 616,824100
2796,928792 , 619,725200
2797,931328 , 621,727000
2798,933397 , 623,085300
2799,934372 , 623,921300
2800,936269 , 624,524200
2801,937287 , 625,067100
2802,939327 , 625,426300
2803,941816 , 625,842700
2804,943986 , 626,437200
2805,945146 , 627,048100
2806,946289 , 627,497200
2807,948377 , 628,151800
2808,950997 , 628,844800
2809,952087 , 629,515300
2810,954164 , 630,658500
2811,955994 , 632,030900
2812,957205 , 633,552800
2813,958328 , 635,331600
2814,961312 , 638,172600
2815,963546 , 642,056300
2816,964250 , 646,221200
2817,965283 , 650,635600
2818,966977 , 655,733700
2819,968357 , 661,351800
2820,970948 , 667,056100
2821,972234 , 673,319000
2822,974007 , 679,418500
2823,975517 , 684,408600
2824,977526 , 688,767400
2825,978999 , 692,568500
2826,981531 , 696,230800
2827,984199 , 699,668700
2828,986146 , 702,881800
2829,987378 , 705,789000
2830,988507 , 708,554000
2831,990786 , 711,277800
2832,993502 , 714,232200
2833,996217 , 717,279500
2834,997662 , 720,307200
2835,999717 , 723,080800
2837,002695 , 725,971500
2838,003942 , 728,826500
2839,005676 , 731,602800
2840,008539 , 734,483500
2841,011350 , 737,987500
2842,013900 , 741,700000
2843,014247 , 744,947700
2844,016549 , 748,509500
2845,019003 , 753,466400
2846,020340 , 757,366500
2847,021752 , 760,623300
2848,022692 , 762,845600
